id,tag,timestamp,value
10,Train/loss,1748282085966,0.3302738070487976
20,Train/loss,1748282098431,0.2415270358324051
30,Train/loss,1748282110919,0.21306593716144562
40,Train/loss,1748282123353,0.14946787059307098
50,Train/loss,1748282135797,0.15179888904094696
60,Train/loss,1748282148228,0.14849546551704407
70,Train/loss,1748282160687,0.15465047955513
80,Train/loss,1748282173145,0.18136104941368103
90,Train/loss,1748282185585,0.1492149829864502
100,Train/loss,1748282198016,0.1346501260995865
110,Train/loss,1748282210444,0.1320112943649292
120,Train/loss,1748282222917,0.17787893116474152
130,Train/loss,1748282235359,0.15943266451358795
140,Train/loss,1748282247800,0.1866430789232254
150,Train/loss,1748282260235,0.14732614159584045
160,Train/loss,1748282272693,0.22816498577594757
170,Train/loss,1748282285155,0.20445616543293
180,Train/loss,1748282297594,0.20514172315597534
190,Train/loss,1748282310041,0.18651968240737915
200,Train/loss,1748282322851,0.16353726387023926
210,Train/loss,1748282335274,0.12201502919197083
220,Train/loss,1748282347728,0.15080004930496216
230,Train/loss,1748282360164,0.14918893575668335
240,Train/loss,1748282372572,0.1452164500951767
250,Train/loss,1748282385000,0.19818641245365143
260,Train/loss,1748282397435,0.16139721870422363
270,Train/loss,1748282409930,0.1754520833492279
280,Train/loss,1748282422354,0.15326952934265137
290,Train/loss,1748282434787,0.13591912388801575
300,Train/loss,1748282447205,0.13399618864059448
310,Train/loss,1748282459626,0.11711154133081436
320,Train/loss,1748282472092,0.14901411533355713
330,Train/loss,1748282484530,0.15770737826824188
340,Train/loss,1748282496973,0.1310218721628189
350,Train/loss,1748282509414,0.1321558654308319
360,Train/loss,1748282521889,0.12393786013126373
370,Train/loss,1748282534317,0.13967923820018768
380,Train/loss,1748282546756,0.15370863676071167
390,Train/loss,1748282559195,0.11296829581260681
400,Train/loss,1748282571963,0.12456320971250534
410,Train/loss,1748282584431,0.12294194102287292
420,Train/loss,1748282596873,0.11564737558364868
430,Train/loss,1748282609301,0.13021641969680786
440,Train/loss,1748282621725,0.10866574198007584
450,Train/loss,1748282634160,0.11713508516550064
460,Train/loss,1748282646635,0.11114735901355743
470,Train/loss,1748282659070,0.16074492037296295
480,Train/loss,1748282671507,0.14635534584522247
490,Train/loss,1748282683940,0.15953177213668823
500,Train/loss,1748282696371,0.13475698232650757
510,Train/loss,1748282740838,0.11629736423492432
520,Train/loss,1748282753272,0.15981806814670563
530,Train/loss,1748282765730,0.13851124048233032
540,Train/loss,1748282778174,0.1056135818362236
550,Train/loss,1748282790738,0.14256581664085388
560,Train/loss,1748282803406,0.1393609195947647
570,Train/loss,1748282815869,0.17046482861042023
580,Train/loss,1748282828341,0.11047438532114029
590,Train/loss,1748282840762,0.1323462724685669
600,Train/loss,1748282853523,0.12520693242549896
610,Train/loss,1748282865941,0.11934215575456619
620,Train/loss,1748282878369,0.12433839589357376
630,Train/loss,1748282890828,0.09933999180793762
640,Train/loss,1748282903292,0.17355802655220032
650,Train/loss,1748282915751,0.11180488765239716
660,Train/loss,1748282928219,0.1224810928106308
670,Train/loss,1748282940704,0.12075435370206833
680,Train/loss,1748282953172,0.10028992593288422
690,Train/loss,1748282965600,0.1152050569653511
700,Train/loss,1748282978048,0.10230894386768341
710,Train/loss,1748282990508,0.12544390559196472
720,Train/loss,1748283002977,0.10418643057346344
730,Train/loss,1748283015467,0.12462015450000763
740,Train/loss,1748283027967,0.12004325538873672
750,Train/loss,1748283040405,0.14253751933574677
760,Train/loss,1748283052836,0.12867413461208344
770,Train/loss,1748283065368,0.11865802854299545
780,Train/loss,1748283077579,0.088770791888237
790,Train/loss,1748283090206,0.09621371328830719
800,Train/loss,1748283103012,0.11048352718353271
810,Train/loss,1748283115513,0.09765426814556122
820,Train/loss,1748283127980,0.09420719742774963
830,Train/loss,1748283140442,0.10995981097221375
840,Train/loss,1748283152975,0.12452699989080429
850,Train/loss,1748283165434,0.09811783581972122
860,Train/loss,1748283177866,0.09615844488143921
870,Train/loss,1748283190641,0.11003310233354568
880,Train/loss,1748283203459,0.10112269222736359
890,Train/loss,1748283216051,0.09313580393791199
900,Train/loss,1748283228898,0.09901551157236099
910,Train/loss,1748283241459,0.09242161363363266
920,Train/loss,1748283254059,0.10950570553541183
930,Train/loss,1748283266473,0.08542641252279282
940,Train/loss,1748283279099,0.103962741792202
950,Train/loss,1748283291521,0.07687608152627945
960,Train/loss,1748283304047,0.11948162317276001
970,Train/loss,1748283316610,0.10723099857568741
980,Train/loss,1748283329042,0.08847018331289291
990,Train/loss,1748283341656,0.08890684694051743
1000,Train/loss,1748283354451,0.07825290411710739
1010,Train/loss,1748283404139,0.08518759161233902
1020,Train/loss,1748283416729,0.08805394917726517
1030,Train/loss,1748283429358,0.1023031696677208
1040,Train/loss,1748283441812,0.0724344551563263
1050,Train/loss,1748283454242,0.08220581710338593
1060,Train/loss,1748283466826,0.09079862385988235
1070,Train/loss,1748283479256,0.07922016829252243
1080,Train/loss,1748283491902,0.09092138707637787
1090,Train/loss,1748283504368,0.08797609061002731
1100,Train/loss,1748283516860,0.0833047404885292
1110,Train/loss,1748283529425,0.11422938853502274
1120,Train/loss,1748283541905,0.08454833179712296
1130,Train/loss,1748283554734,0.08592835813760757
1140,Train/loss,1748283567472,0.09727080166339874
1150,Train/loss,1748283579972,0.09360324591398239
1160,Train/loss,1748283592484,0.10126414149999619
1170,Train/loss,1748283604941,0.0991460531949997
1180,Train/loss,1748283617572,0.10962711274623871
1190,Train/loss,1748283630006,0.08118519932031631
1200,Train/loss,1748283642939,0.08141517639160156
1210,Train/loss,1748283655383,0.08292277157306671
1220,Train/loss,1748283667853,0.09550376981496811
